program_id,label_en,label_fr,org_years
BTH03,Waterways Management,Gestion des voies navigables,"{""dfo-mpo"": [""2025-2026""]}"
BTH04,Marine Communications and Traffic Services,Services de communications et de trafic maritimes,"{""dfo-mpo"": [""2025-2026""]}"
BTH05,Shore-based Asset Readiness,État de préparation des actifs terrestres,"{""dfo-mpo"": [""2025-2026""]}"
BTH06,"Hydrographic Services, Data and Science","Services hydrographiques, données et sciences","{""dfo-mpo"": [""2025-2026""]}"
BTI01,Search and Rescue,Recherche et sauvetage,"{""dfo-mpo"": [""2025-2026""]}"
BTI02,Marine Environmental and Hazards Response,Réponse aux Intervention environnementale et dangers maritimes,"{""dfo-mpo"": [""2025-2026""]}"
BTI03,Maritime Security,Sécurité maritime,"{""dfo-mpo"": [""2025-2026""]}"
BTI04,Fleet Operational Capability,Capacité opérationnelle de la flotte,"{""dfo-mpo"": [""2025-2026""]}"
BTI05,Fleet Maintenance,Entretien de la flotte,"{""dfo-mpo"": [""2025-2026""]}"
BTI06,Fleet Procurement,Acquisitions de la flotte,"{""dfo-mpo"": [""2025-2026""]}"
BTI07,Canadian Coast Guard College,Collège de la Garde côtière canadienne,"{""dfo-mpo"": [""2025-2026""]}"
BTI08,Marine Operations Economics,Économie liée aux opérations maritimes,"{""dfo-mpo"": [""2020-2021""]}"
BVB01,International Policy Coordination,Coordination des politiques internationales,"{""dfatd-maecd"": [""2024-2025""]}"
BVB02,"Trade, Investment and International Economic Policy","Politique sur le commerce, l'investissement et l'économie internationale","{""dfatd-maecd"": [""2018-2019""]}"
BVB03,Multilateral Policy,Politiques multilatérales,"{""dfatd-maecd"": [""2024-2025""]}"
BVB04,International Law,Droit international,"{""dfatd-maecd"": [""2024-2025""]}"
BVB05,The Office of Protocol,Le Bureau du Protocole,"{""dfatd-maecd"": [""2024-2025""]}"
BVB06,"Europe, Arctic, Middle East and Maghreb Policy & Diplomacy","Politique et diplomatie en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb","{""dfatd-maecd"": [""2024-2025""]}"
BVB07,Americas Policy & Diplomacy,Politique et diplomatie pour les Amériques,"{""dfatd-maecd"": [""2024-2025""]}"
BVB08,Asia Pacific Policy & Diplomacy,Politique et diplomatie en Asie-Pacifique,"{""dfatd-maecd"": [""2024-2025""]}"
BVB09,Sub-Saharan Africa Policy & Diplomacy,Politique et diplomatie en Afrique subsaharienne,"{""dfatd-maecd"": [""2024-2025""]}"
BVB10,Geographic Coordination and Mission Support,Coordination géographique et appui aux missions,"{""dfatd-maecd"": [""2024-2025""]}"
BVB11,Gender Equality and the Empowerment of Women and Girls,L'égalité des genres et le renforcement du pouvoir des femmes et des filles,"{""dfatd-maecd"": [""2019-2020""]}"
BVB12,Humanitarian Action,Action humanitaire,"{""dfatd-maecd"": [""2019-2020""]}"
BVB13,Human Development: Health & Education,Développement de la personne: Santé et éducation,"{""dfatd-maecd"": [""2019-2020""]}"
BVB14,Growth that works for everyone,Une croissance au service de tous,"{""dfatd-maecd"": [""2019-2020""]}"
BVB15,Environment and Climate Action,Environnement et l'action pour le climat,"{""dfatd-maecd"": [""2019-2020""]}"
BVB16,"Human Rights, Governance, Democracy & Inclusion","Droits de la personne, gouvernance, démocratie et inclusion","{""dfatd-maecd"": [""2018-2019""]}"
BVB17,Peace and Security Policy,Politique liée à la Paix et sécurité,"{""dfatd-maecd"": [""2019-2020""]}"
BVB18,Inclusive Governance,Gouvernance inclusive,"{""dfatd-maecd"": [""2019-2020""]}"
BVB19,International Security Policy and Diplomacy,Politique de sécurité internationale et diplomatie,"{""dfatd-maecd"": [""2024-2025""]}"
BVB20,International Assistance Policy,Politique d'aide internationale,"{""dfatd-maecd"": [""2024-2025""]}"
BVB21,International Strategy and Engagement,Stratégie et engagement internationaux,"{""dfatd-maecd"": [""2025-2026""]}"
BVB22,International Security,Sécurité internationale,"{""dfatd-maecd"": [""2025-2026""]}"
BVC01,"Trade Policy, Agreements, Negotiations and Disputes","Politiques et négociations commerciales, accords et différends","{""dfatd-maecd"": [""2024-2025""]}"
BVC02,Trade Controls,Réglementation commerciale,"{""dfatd-maecd"": [""2024-2025""]}"
BVC03,International Business Development,Développement du commerce international,"{""dfatd-maecd"": [""2024-2025""]}"
BVC04,International Innovation and Investment,Innovation et investissement international,"{""dfatd-maecd"": [""2024-2025""]}"
BVC05,"Europe, Arctic, Middle East and Maghreb Trade","Commerce en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb","{""dfatd-maecd"": [""2024-2025""]}"
BVC06,Americas Trade,Commerce dans les Amériques,"{""dfatd-maecd"": [""2024-2025""]}"
BVC07,Asia Pacific Trade,Commerce en Asie-Pacifique,"{""dfatd-maecd"": [""2024-2025""]}"
BVC08,Sub-Saharan Africa Trade,Commerce en Afrique subsaharienne,"{""dfatd-maecd"": [""2024-2025""]}"
BVC10,Trade Policy and Negotiations,Politique et négociations commerciales,"{""dfatd-maecd"": [""2025-2026""]}"
BVC11,"International Business Development, Investment Attraction and Innovation Support","Développement du commerce international, attraction des investissements et soutien à l'innovation","{""dfatd-maecd"": [""2025-2026""]}"
BVD01,International Assistance Operations,Opérations d'aide internationale,"{""dfatd-maecd"": [""2024-2025""]}"
BVD02,Humanitarian Assistance,Aide humanitaire,"{""dfatd-maecd"": [""2024-2025""]}"
BVD03,Partnerships for Development Innovation,Partenariats pour innovation dans le développement,"{""dfatd-maecd"": [""2024-2025""]}"
BVD04,Multilateral International Assistance,Aide internationale multilatérale,"{""dfatd-maecd"": [""2024-2025""]}"
BVD05,Peace and Stabilization Operations,Stabilisation et opérations de paix,"{""dfatd-maecd"": [""2024-2025""]}"
BVD06,Anti-Crime and Counter-Terrorism Capacity Building,Programmes visant à renforcer les capacités de lutte contre la criminalité et le terrorisme,"{""dfatd-maecd"": [""2024-2025""]}"
BVD07,Weapons Threat Reduction,Réduction des menaces d'armes,"{""dfatd-maecd"": [""2024-2025""]}"
BVD08,Canada Fund for Local Initiatives,Fonds canadien d'initiatives locales,"{""dfatd-maecd"": [""2024-2025""]}"
BVD09,"Europe, Arctic, Middle East and Maghreb International Assistance","Aide internationale en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb","{""dfatd-maecd"": [""2024-2025""]}"
BVD10,Americas International Assistance,Aide internationale dans les Amériques,"{""dfatd-maecd"": [""2024-2025""]}"
BVD11,Asia Pacific International Assistance,Aide internationale en Asie-Pacifique,"{""dfatd-maecd"": [""2024-2025""]}"
BVD12,Sub-Saharan Africa International Assistance,Aide internationale en Afrique subsaharienne,"{""dfatd-maecd"": [""2024-2025""]}"
BVD13,Grants and Contributions Policy and Operations,Politiques et opérations concernant les subventions et les contributions,"{""dfatd-maecd"": [""2024-2025""]}"
BVD14,"Office of Human Rights, Freedom and Inclusion (OHRFI) Programming","Programmation du Bureau des droits de la personne, des libertés et de l'inclusion (BDPLI)","{""dfatd-maecd"": [""2024-2025""]}"
BVD15,"Development, Humanitarian, and Peace and Security Programming","Programme de développement, d'aide humanitaire, de paix et de sécurité","{""dfatd-maecd"": [""2025-2026""]}"
BVE01,Consular Assistance and Services for Canadians Abroad,Aide consulaire et les services aux Canadiens à l'étranger,"{""dfatd-maecd"": [""2024-2025""]}"
BVE02,Emergency Preparedness and Response,Préparation et intervention en cas d'urgence,"{""dfatd-maecd"": [""2024-2025""]}"
BVE03,"Emergency Management, Consular assistance and services to Canadians abroad","Gestion des urgences, aide consulaire et services aux Canadiens à l'étranger","{""dfatd-maecd"": [""2025-2026""]}"
BVF01,Platform Corporate Services,Services ministériels au niveau de la plateforme,"{""dfatd-maecd"": [""2024-2025""]}"
BVF02,Foreign Service Directives,Directives sur le service extérieur,"{""dfatd-maecd"": [""2024-2025""]}"
BVF03,Client Relations and Mission Operations,Relations avec les clients et opérations des missions,"{""dfatd-maecd"": [""2024-2025""]}"
BVF04,Locally Engaged Staff Services,Services aux employés recrutés sur place,"{""dfatd-maecd"": [""2024-2025""]}"
BVF05,Real Property Planning and Stewardship,Planification et intendance des biens immobiliers,"{""dfatd-maecd"": [""2024-2025""]}"
BVF06,"Real Property Project Delivery, Professional and Technical Services",Services professionnels et techniques pour l'exécution des projets de biens immobiliers,"{""dfatd-maecd"": [""2024-2025""]}"
BVF07,Mission Readiness and Security,Préparation et sécurité de la mission,"{""dfatd-maecd"": [""2024-2025""]}"
BVF08,Mission Network IM/IT,Gestion de l'information et technologie de l'information du réseau des missions,"{""dfatd-maecd"": [""2024-2025""]}"
BVF09,International Platform,Plateforme internationale,"{""dfatd-maecd"": [""2025-2026""]}"
BVF10,People at Missions,Personnel dans les missions,"{""dfatd-maecd"": [""2025-2026""]}"
BZA01,Trade Policy and Negotiations,Politique et négociations commerciales,"{""dfatd-maecd"": [""2026-2027""]}"
BZA02,"International Business Development, Investment Attraction and Innovation Support","Développement du commerce international, attraction des investissements et soutien à l'innovation","{""dfatd-maecd"": [""2026-2027""]}"
BZA03,"Development, Humanitarian, and Peace and Security Programming","Programme de développement, d'aide humanitaire, de paix et de sécurité","{""dfatd-maecd"": [""2026-2027""]}"
BZA04,International Strategy and Engagement,Stratégie et engagement internationaux,"{""dfatd-maecd"": [""2026-2027""]}"
BZA05,International Security and Political Affairs,Sécurité internationale et affaires politiques,"{""dfatd-maecd"": [""2026-2027""]}"
BZB01,"Emergency Management, Consular assistance and services to Canadians abroad","Gestion des urgences, aide consulaire et services aux Canadiens à l'étranger","{""dfatd-maecd"": [""2026-2027""]}"
BZB02,International Platform,Plateforme internationale,"{""dfatd-maecd"": [""2026-2027""]}"
BZB03,People at Missions,Personnel dans les missions,"{""dfatd-maecd"": [""2026-2027""]}"
BVG01,Health Care Systems Analysis and Policy,Analyse et politique des systèmes de soins de santé,"{""hc-sc"": [""2022-2023""]}"
BVG02,"Access, Affordability, and Appropriate Use of Drugs and Medical Devices","Accessibilité, abordabilité et usage approprié des médicaments et des instruments médicaux","{""hc-sc"": [""2022-2023""]}"
BVG03,"Home, Community and Palliative Care","Soins à domicile, en milieu communautaire et palliatifs","{""hc-sc"": [""2022-2023""]}"
BVG04,Mental Health,Santé Mentale,"{""hc-sc"": [""2022-2023""]}"
BVG05,Substance Use and Addictions,Dépendances et usage de substances,"{""hc-sc"": [""2020-2021""]}"
BVG06,Digital Health,Santé numérique,"{""hc-sc"": [""2022-2023""]}"
BVG07,Health Information,Information sur la Santé,"{""hc-sc"": [""2022-2023""]}"
BVG08,Canada Health Act,Loi canadienne sur la santé,"{""hc-sc"": [""2022-2023""]}"
BVG09,Medical Assistance in Dying,Aide médicale à mourir,"{""hc-sc"": [""2022-2023""]}"
BVG10,Cancer Control,Lutte contre le cancer,"{""hc-sc"": [""2022-2023""]}"
BVG11,Patient Safety,Sécurité des patients,"{""hc-sc"": [""2022-2023""]}"
BVG12,"Organs, Tissues and Blood","Organes, tissus et sang","{""hc-sc"": [""2022-2023""]}"
BVG13,Promoting Minority Official Languages in the Health Care Systems,Promotion des langues officielles des minorités dans le système de santé,"{""hc-sc"": [""2022-2023""]}"
BVG14,Brain Research,Recherche sur le cerveau,"{""hc-sc"": [""2022-2023""]}"
BVG15,Thalidomide,Thalidomide,"{""hc-sc"": [""2022-2023""]}"
BVG16,Territorial Health Investment Fund,Fonds d'investissement-santé pour les territoires,"{""hc-sc"": [""2022-2023""]}"
BVG21,Responsive Health Care Systems,Systèmes de soins de santé adaptés,"{""hc-sc"": [""2026-2027""]}"
BVG22,Healthy People and Communities,Personnes et communautés en santé,"{""hc-sc"": [""2026-2027""]}"
BVG23,"Quality Health Science, Data and Evidence","Science, données et preuves de qualité sur la santé","{""hc-sc"": [""2026-2027""]}"
BVG24,Oral Health,Santé buccodentaire,"{""hc-sc"": [""2026-2027""]}"
BVH01,Pharmaceutical Drugs,Produits pharmaceutiques,"{""hc-sc"": [""2026-2027""]}"
BVH02,Biologic and Radiopharmaceutical Drugs,Médicaments biologiques et radiopharmaceutiques,"{""hc-sc"": [""2026-2027""]}"
BVH03,Medical Devices,Matériels médicaux,"{""hc-sc"": [""2026-2027""]}"
BVH04,Natural Health Products,Produits de santé naturels,"{""hc-sc"": [""2026-2027""]}"
BVH05,Food & Nutrition,Aliments et nutrition,"{""hc-sc"": [""2026-2027""]}"
BVH06,Air Quality,Qualité de l'air,"{""hc-sc"": [""2026-2027""]}"
BVH07,Climate Change,Changements climatiques,"{""hc-sc"": [""2026-2027""]}"
BVH08,Water Quality,Qualité de l'eau,"{""hc-sc"": [""2026-2027""]}"
BVH09,Health Impacts of Chemicals,Incidence des produits chimiques sur la santé,"{""hc-sc"": [""2026-2027""]}"
BVH10,Consumer Product Safety,Sécurité des produits de consommation,"{""hc-sc"": [""2026-2027""]}"
BVH11,Workplace Hazardous Products,Matières dangereuses utilisées au travail,"{""hc-sc"": [""2026-2027""]}"
BVH12,Tobacco Control,Lutte antitabac (y compris le vapotage),"{""hc-sc"": [""2026-2027""]}"
BVH13,Controlled Substances,Substances contrôlées,"{""hc-sc"": [""2026-2027""]}"
BVH14,Cannabis,Cannabis,"{""hc-sc"": [""2026-2027""]}"
BVH15,Radiation Protection,Radioprotection,"{""hc-sc"": [""2026-2027""]}"
BVH16,Pesticides,Pesticides,"{""hc-sc"": [""2026-2027""]}"
BVH17,Health Canada Specialized Services,Services spécialisés de Santé Canada,"{""hc-sc"": [""2026-2027""]}"
BGM01,Reaching Home,Vers un chez-soi,"{""esdc-edsc"": [""2023-2024""]}"
BGM02,Social Development Partnerships Program,Programme de partenariats pour le développement social,"{""esdc-edsc"": [""2026-2027""]}"
BGM03,New Horizons for Seniors Program,Programme Nouveaux Horizons pour les aînés,"{""esdc-edsc"": [""2026-2027""]}"
BGM04,Enabling Accessibility Fund,Fonds pour l'accessibilité,"{""esdc-edsc"": [""2026-2027""]}"
BGM05,Early Learning and Child Care,Apprentissage et garde des jeunes enfants,"{""esdc-edsc"": [""2026-2027""]}"
BGM06,Canadian Benefit for Parents of Young Victims of Crime,Allocation canadienne aux parents de jeunes victimes de crimes,"{""esdc-edsc"": [""2024-2025""]}"
BGM07,Indigenous Early Learning Child Care Transformation Initiative,Initiative de transformation de l'apprentissage et de la garde des jeunes enfants autochtones,"{""esdc-edsc"": [""2026-2027""]}"
BGM08,Sustainable Development Goals Funding Program,Programme de financement des Objectifs de développement durable,"{""esdc-edsc"": [""2026-2027""]}"
BGM09,Accessible Canada Initiative,Canada Accessible,"{""esdc-edsc"": [""2026-2027""]}"
BGM10,Social Innovation and Social Finance Strategy,Stratégie d'innovation sociale et de finance sociale,"{""esdc-edsc"": [""2026-2027""]}"
BGM11,Strategic Engagement and Research Program,Programme stratégique de mobilisation des partenaires et de recherche,"{""esdc-edsc"": [""2026-2027""]}"
BGM12,Black-led Philanthropic Endowment Fund,Le Fonds de dotation philanthropique dirigé par des Noirs,"{""esdc-edsc"": [""2026-2027""]}"
BGM13,National School Food Program,Programme national d'alimentation dans les écoles,"{""esdc-edsc"": [""2026-2027""]}"
BGN01,Old Age Security,Sécurité de la vieillesse,"{""esdc-edsc"": [""2026-2027""]}"
BGN02,Canada Disability Savings Program,Programme canadien pour l'épargne-invalidité,"{""esdc-edsc"": [""2026-2027""]}"
BGN03,Canada Pension Plan,Régime de pensions du Canada,"{""esdc-edsc"": [""2026-2027""]}"
BGN04,Personal Support Worker Retirement Savings Innovation Program,Programme d'innovation pour l'épargne-retraite des préposés aux services de soutien à la personne,"{""esdc-edsc"": [""2026-2027""]}"
BGN05,Canada Disability Benefit,Prestation canadienne pour les personnes handicapées,"{""esdc-edsc"": [""2026-2027""]}"
BGO01,Employment Insurance,Assurance-emploi,"{""esdc-edsc"": [""2026-2027""]}"
BGO02,Workforce Development Agreements,Ententes sur le développement de la main-d'œuvre,"{""esdc-edsc"": [""2026-2027""]}"
BGO03,Labour Market Development Agreements,Ententes sur le développement du marché du travail,"{""esdc-edsc"": [""2026-2027""]}"
BGO04,Opportunities Fund for Persons with Disabilities,Fonds d'intégration pour les personnes handicapées,"{""esdc-edsc"": [""2026-2027""]}"
BGO05,Job Bank,Guichet-Emplois,"{""esdc-edsc"": [""2026-2027""]}"
BGO06,Youth Employment and Skills Strategy,Stratégie emploi et compétences jeunesse,"{""esdc-edsc"": [""2026-2027""]}"
BGO07,Canada Service Corps,Service jeunesse Canada,"{""esdc-edsc"": [""2026-2027""]}"
BGO08,Skills and Partnership Fund,Fonds pour les compétences et les partenariats,"{""esdc-edsc"": [""2026-2027""]}"
BGO09,Skills for Success,Compétences pour réussir,"{""esdc-edsc"": [""2026-2027""]}"
BGO10,Indigenous Skills and Employment Training (ISET) Program,Programme de formation pour les compétences et l'emploi destiné aux Autochtones,"{""esdc-edsc"": [""2026-2027""]}"
BGO11,Student Work Placement Program,Programme de stages pratiques pour étudiants,"{""esdc-edsc"": [""2026-2027""]}"
BGO12,Union Training and Innovation Program,Programme pour la formation et l'innovation en milieu syndical,"{""esdc-edsc"": [""2026-2027""]}"
BGO13,Sectoral Workforce Solutions Program,Programme de solutions pour la main-d'œuvre sectorielle,"{""esdc-edsc"": [""2026-2027""]}"
BGO14,Temporary Foreign Worker Program,Programme des travailleurs étrangers temporaires,"{""esdc-edsc"": [""2026-2027""]}"
BGO15,Foreign Credential Recognition Program,Programme de reconnaissance des titres de compétences étrangers,"{""esdc-edsc"": [""2026-2027""]}"
BGO16,Enabling Fund for Official Language Minority Communities,Fonds d'habilitation pour les communautés de langue officielle en situation minoritaire,"{""esdc-edsc"": [""2026-2027""]}"
BGO17,Canada Student Financial Assistance Program and Canada Apprentice Loans,Programme canadien d'aide financière aux étudiants et prêts aux apprentis,"{""esdc-edsc"": [""2026-2027""]}"
BGO18,Canada Education Savings Program,Programme canadien pour l'épargne-études,"{""esdc-edsc"": [""2026-2027""]}"
BGO19,Skilled Trades and Apprenticeship (Red Seal Program),Métiers spécialisés et apprentissage (programme du Sceau rouge),"{""esdc-edsc"": [""2026-2027""]}"
BGO20,Apprenticeship Grants,Subvention aux apprentis,"{""esdc-edsc"": [""2026-2027""]}"
BGO21,Future Skills,Compétences futures,"{""esdc-edsc"": [""2026-2027""]}"
BGO22,Skilled Trades Awareness and Readiness (STAR) Program,Programme de sensibilisation et de préparation aux métiers spécialisés (PSPMS),"{""esdc-edsc"": [""2026-2027""]}"
BGO23,Supports for Student Learning,Soutien à l'apprentissage des étudiants,"{""esdc-edsc"": [""2026-2027""]}"
BGO24,Canada Emergency Response Benefit,Prestation canadienne d'urgence,"{""esdc-edsc"": [""2024-2025""]}"
BGO25,Canada Recovery Benefits,Prestations canadiennes de relance économique,"{""esdc-edsc"": [""2024-2025""]}"
BGO26,Apprenticeship Service,Service d'apprentissage,"{""esdc-edsc"": [""2026-2027""]}"
BGO27,Workforce Development Program/ Canada Retraining and Opportunities Initiative,Programme de développement de la main-d'œuvre des communautés / Initiative canadienne pour le perfectionnement professionnel et les possibilités d'emploi,"{""esdc-edsc"": [""2026-2027""]}"
BGO28,Canada Worker Lockdown Benefit,Prestation canadienne pour les travailleurs en cas de confinement,"{""esdc-edsc"": [""2024-2025""]}"
BGO29,Canadian Apprenticeship Strategy,Stratégie canadienne de formation en apprentissage,"{""esdc-edsc"": [""2026-2027""]}"
BGO30,Pandemic-Related Benefits,Prestations liées à la pandémie,"{""esdc-edsc"": [""2026-2027""]}"
BGO31,Canadian Benefit for Parents of Young Victims of Crime,Allocation canadienne aux parents de jeunes victimes de crimes,"{""esdc-edsc"": [""2026-2027""]}"
BGP01,Labour Relations,Relations de travail,"{""esdc-edsc"": [""2026-2027""]}"
BGP02,Federal Workers' Compensation,Service fédéral d'indemnisation des accidentés du travail,"{""esdc-edsc"": [""2026-2027""]}"
BGP03,Occupational Health and Safety,Santé et sécurité au travail,"{""esdc-edsc"": [""2026-2027""]}"
BGP04,Workplace Equity,Équité en milieu de travail,"{""esdc-edsc"": [""2026-2027""]}"
BGP05,Labour Standards,Normes du travail,"{""esdc-edsc"": [""2026-2027""]}"
BGP06,Wage Earner Protection Program,Programme de protection des salariés,"{""esdc-edsc"": [""2026-2027""]}"
BGP07,International Labour Affairs,Affaires internationales du travail,"{""esdc-edsc"": [""2026-2027""]}"
BGQ01,Government of Canada Telephone General Enquiries Services,Services téléphoniques de renseignements généraux du gouvernement du Canada,"{""esdc-edsc"": [""2026-2027""]}"
BGQ02,Government of Canada Internet Presence,Présence du gouvernement du Canada sur Internet,"{""esdc-edsc"": [""2026-2027""]}"
BGQ03,Citizen Service Network,Réseau de service aux citoyens,"{""esdc-edsc"": [""2026-2027""]}"
BGQ04,Passport,Passeport,"{""esdc-edsc"": [""2026-2027""]}"
BGQ05,Service Delivery Partnerships,Partenariats de prestation de services,"{""esdc-edsc"": [""2026-2027""]}"
BGQ06,Canadian Digital Service,Service numérique canadien,"{""esdc-edsc"": [""2026-2027""]}"
BWM01,"Statutory, Legislative and Policy Support to First Nations Governance","Soutien statutaire, législatif et politique à la gouvernance autochtone","{""aandc-aadnc"": [""2018-2019""]}"
BWM02,"Negotiation of Treaties, Self-Government Agreements and Other Constructive Arrangements","Négociation des traités, des ententes sur l'autonomie gouvernementale et d'autres ententes constructives","{""aandc-aadnc"": [""2026-2027""]}"
BWM03,Specific Claims,Revendications particulières,"{""aandc-aadnc"": [""2025-2026""]}"
BWM04,Management of Treaties and Agreements,Gestion des traités et des ententes,"{""aandc-aadnc"": [""2026-2027""]}"
BWM05,Guidance and Advice on Duty to Consult,Orientation et conseils sur l'obligation de consulter,"{""aandc-aadnc"": [""2026-2027""]}"
BWM06,Consultation and Policy Development,Consultation et élaboration de politiques,"{""aandc-aadnc"": [""2022-2023""]}"
BWM07,Federal Interlocutor's Contribution Program,Programme de contribution de l'Interlocuteur fédéral,"{""aandc-aadnc"": [""2022-2023""]}"
BWM08,Basic Organizational Capacity,Capacité organisationnelle de base,"{""aandc-aadnc"": [""2022-2023""]}"
BWM09,Other Claims,Autres revendications,"{""aandc-aadnc"": [""2025-2026""]}"
BWM10,Indigenous Institutional Development and Land Management,Développement institutionnel autochtone et gestion des terres,"{""aandc-aadnc"": [""2026-2027""]}"
BWM11,Northern and Arctic Governance and Partnerships,Gouvernance et partenariats dans le Nord et l'Arctique,"{""aandc-aadnc"": [""2019-2020""]}"
BWM12,Individual Affairs,Affaires individuelles,"{""aandc-aadnc"": [""2018-2019""]}"
BWM13,Indian Residential Schools Settlement Agreement,Convention de règlement relative aux pensionnats indiens,"{""aandc-aadnc"": [""2024-2025""]}"
BWM14,Residential Schools Legacy,Séquelles des pensionnats,"{""aandc-aadnc"": [""2026-2027""]}"
BWM15,Support for Indigenous Engagement and Capacity,Soutien à la mobilisation et au renforcement des capacités des Autochtones,"{""aandc-aadnc"": [""2026-2027""]}"
BWM16,Support for Indigenous-led Services and Programming,Soutien aux services et aux programmes dirigés par les Autochtones,"{""aandc-aadnc"": [""2026-2027""]}"
BWM17,Management of Litigation and Claims,Gestion des litiges et des revendications,"{""aandc-aadnc"": [""2026-2027""]}"
BWR01,Indigenous Entrepreneurship and Business Development,Entreprenariat et développement des entreprises autochtones,"{""aandc-aadnc"": [""2018-2019""]}"
BWR02,Economic Development Capacity and Readiness,Capacité de développement économique et disponibilité,"{""aandc-aadnc"": [""2018-2019""]}"
BWR03,"Land, Natural Resources and Environmental Management","Gestion des terres, des ressources naturelles et de l'environnement","{""aandc-aadnc"": [""2018-2019""]}"
BWR04,Climate Change Adaptation and Clean Energy,Adaptation aux changements climatiques et énergie propre,"{""aandc-aadnc"": [""2026-2027""]}"
BWR05,Northern Strategic and Science Policy,Politique stratégique et scientifique du Nord,"{""aandc-aadnc"": [""2025-2026""]}"
BWR06,Northern Regulatory and Legislative Frameworks,Cadres réglementaires et législatifs du Nord,"{""aandc-aadnc"": [""2025-2026""]}"
BWR07,Northern and Arctic Environmental Sustainability,Durabilité environnementale dans le Nord et l'Arctique,"{""aandc-aadnc"": [""2025-2026""]}"
BWR08,Northern Contaminated Sites,Sites contaminés dans le Nord,"{""aandc-aadnc"": [""2026-2027""]}"
BWR09,Canadian High Arctic Research Station,Station canadienne de recherche dans l'Extrême-Arctique,"{""aandc-aadnc"": [""2023-2024""]}"
BWR10,Nutrition North,Nutrition Nord,"{""aandc-aadnc"": [""2026-2027""]}"
BWR11,Northern and Arctic Governance and Partnerships,Gouvernance et partenariats dans le Nord et l'Arctique,"{""aandc-aadnc"": [""2025-2026""]}"
BWR12,Northern Sustainable Management,Gestion durable dans le Nord,"{""aandc-aadnc"": [""2026-2027""]}"
BWR13,Northern Strategic Policy and Governance,Politiques stratégiques et gouvernance du Nord,"{""aandc-aadnc"": [""2026-2027""]}"
BWR14,Northern Science Leadership,Leadership scientifique dans le Nord,"{""aandc-aadnc"": [""2026-2027""]}"
BNN01,Talent Development,Développement des talents,"{""ic"": [""2020-2021""]}"
BNN02,Support for Underrepresented Entrepreneurs,Soutien aux entrepreneurs sous-représentés,"{""ic"": [""2026-2027""]}"
BNN03,Bridging Digital Divides,Combler le fossé numérique,"{""ic"": [""2026-2027""]}"
BNN04,Economic Development in Northern Ontario,Développement économique du Nord de l'Ontario,"{""ic"": [""2021-2022""]}"
BNN05,Consumer Affairs,Programme des consommateurs,"{""ic"": [""2020-2021""]}"
BNO01,Science and Research,Sciences et recherche,"{""ic"": [""2026-2027""]}"
BNO02,"Horizontal Science, Research and Technology Policy","Politique horizontale sur les sciences, la recherche et la technologie","{""ic"": [""2020-2021""]}"
BNO03,Innovation Superclusters Initiative,Initiative des supergrappes d'innovation,"{""ic"": [""2020-2021""]}"
BNO04,Support to External Advisors,Soutien aux conseillers externes,"{""ic"": [""2020-2021""]}"
BNP01,Business Innovation,Innovation en entreprise,"{""ic"": [""2026-2027""]}"
BNP02,Support for Small Business,Aide pour les petites entreprises,"{""ic"": [""2026-2027""]}"
BNP03,Business Policy and Analysis,Politique de l'entreprise et analyse,"{""ic"": [""2020-2021""]}"
BNP04,Economic Outcomes from Procurement,Retombées économiques de l'approvisionnement,"{""ic"": [""2026-2027""]}"
BNP05,Digital Service,Services numériques,"{""ic"": [""2025-2026""]}"
BNP06,Spectrum and Telecommunications,Spectre et télécommunications,"{""ic"": [""2026-2027""]}"
BNP07,Clean Technology and Clean Growth,Technologies et croissance propres,"{""ic"": [""2026-2027""]}"
BNP08,"Communication Technologies, Research and Innovation",Recherche et innovation dans le domaine des technologies des communications,"{""ic"": [""2020-2021""]}"
BNP09,Business Conditions Policy,Politique sur les conditions commerciales,"{""ic"": [""2020-2021""]}"
BNP10,Insolvency,Insolvabilité,"{""ic"": [""2020-2021""]}"
BNP11,Intellectual Property,Propriété intellectuelle,"{""ic"": [""2026-2027""]}"
BNP12,Competition Law Enforcement and Promotion,Promotion et application du droit de la concurrence,"{""ic"": [""2026-2027""]}"
BNP13,Federal Incorporation,Constitution en société sous le régime fédéral,"{""ic"": [""2020-2021""]}"
BNP14,Investment Review,Examen des investissements,"{""ic"": [""2020-2021""]}"
BNP15,Trade Measurement,Mesure commerciale,"{""ic"": [""2020-2021""]}"
BNP16,Tourism,Tourisme,"{""ic"": [""2026-2027""]}"
BNP17,Talent Development,Développement des talents,"{""ic"": [""2026-2027""]}"
BNP18,Marketplace Protection and Promotion,Protection et promotion du marché,"{""ic"": [""2026-2027""]}"
BNX01,Litigation Services,Services de contentieux,"{""jus"": [""2026-2027""]}"
BNX02,Legislative Services,Services législatifs,"{""jus"": [""2026-2027""]}"
BNX03,Advisory Services,Services de consultation juridique,"{""jus"": [""2026-2027""]}"
BNY01,"Legal Policies, Laws and Governance","Politiques juridiques, lois et gouvernance","{""jus"": [""2026-2027""]}"
BNY02,Legal Representation,Représentation juridique,"{""jus"": [""2026-2027""]}"
BNY03,Contraventions Regime,Régime de contraventions,"{""jus"": [""2026-2027""]}"
